t,ue_x,ue_y,ue_vx,ue_vy,ue_speed,true_angle_deg,selected_beam_idx,selected_beam_deg,oracle_beam_idx,oracle_beam_deg,tracking_error_deg,distance,blocked,outage,snr_db,beam_gain_db,path_loss_db,blockage_loss_db,reward
80,425.6916924954358,307.9886268730086,3.6915998893072843,1.4165395180351237,3.954047792944432,-17.36572390100784,43,-17.0,43,-17.0,0.3657239010078399,289.16923437245396,False,False,19.838603650755932,-0.01605047661220707,10.14534587263186,0.0,0.5735441460302371
81,429.2782469956188,309.5686920075255,3.586554500182993,1.580065134516851,3.9191809108662783,-16.595247690419853,43,-17.0,43,-17.0,0.40475230958014663,289.63298707655247,False,False,19.819684555466047,-0.01965893185325554,10.1606565126807,0.0,0.5927873822186418
82,432.62527476854746,311.61454111116007,3.347027772928634,2.045849103634586,3.9227660480326954,-15.847757101742928,44,-16.0,44,-16.0,0.1522428982570716,290.6624134737294,False,False,19.802663394664002,-0.002781348008365567,10.194555257327632,0.0,0.57210653578656
83,435.9441481903765,313.6864421653261,3.3188734218290175,2.0719010541660707,3.9125049224732646,-15.10967226892609,45,-15.0,45,-15.0,0.10967226892609006,291.773446862882,False,False,19.76754978835652,-0.0014433607885675943,10.231006850854914,0.0,0.5707019915342608
84,439.060212082197,316.04559736411375,3.116063891820487,2.3591551987876067,3.9083842479820263,-14.40175500991026,46,-14.0,46,-14.0,0.4017550099102607,293.2611703642852,False,False,19.701030753585083,-0.01936885055855924,10.279600395856354,0.0,0.5680412301434035
85,442.0163425120695,318.4991319398708,2.956130429872503,2.4535345757570197,3.841684400475053,-13.726933654100748,46,-14.0,46,-14.0,0.2730663458992524,294.9228117960485,False,False,19.65746812450837,-0.008947827511532417,10.333584047980095,0.0,0.5862987249803349
86,445.3315427396829,320.5210036124542,3.3152002276133876,2.021871672583434,3.8831066956192677,-13.010960035557702,47,-13.0,47,-13.0,0.01096003555770153,296.12337415173516,False,False,19.62758642140474,-1.441468553112983e-05,10.37239916390973,0.0,0.5651034568561897
87,448.6368843604757,322.38307868958054,3.3053416207927473,1.8620750771263421,3.7937589305331327,-12.309297982490648,48,-12.0,48,-12.0,0.3092979824906479,297.2157748383939,True,True,-2.419060661967208,-0.011479829036734215,10.407580832930474,22.0,-1.3167624264786884
88,451.4719238395915,325.01935194582643,2.8350394791158573,2.6362732562458633,3.8713544825735964,-11.671251343321842,48,-12.0,48,-12.0,0.3287486566781581,299.2055959009328,True,True,-2.4843027383167815,-0.012969081512123216,10.471333656804658,22.0,-1.2993721095326713
89,454.4121078114651,327.4654888631163,2.9401839718736005,2.446136917289905,3.824691831584733,-11.029000900478906,49,-11.0,49,-11.0,0.029000900478905578,301.0252820542465,True,True,-2.5293663100704222,-0.0001009262674304863,10.529265383802993,22.0,-1.321174652402817
90,457.50803987186816,329.7832386942066,3.0959320604030696,2.3177498310902624,3.8673970060171654,-10.369937475401883,50,-10.0,50,-10.0,0.3699374754018834,302.7279818018426,True,True,-2.5995788912607836,-0.01642244828480629,10.583156442975977,22.0,-1.3239831556504313
91,461.14221520357563,331.54151627623173,3.63417533170746,1.7582775820251375,4.03717356538497,-9.636096188341241,50,-10.0,50,-10.0,0.3639038116587585,303.82829731192487,True,True,-2.633711953776828,-0.015891118096772783,10.617820835680055,22.0,-1.3053484781510731
92,464.87935133344496,332.84799006780844,3.7371361298693215,1.3064737915767335,3.958921598270359,-8.901693566137112,51,-9.0,51,-9.0,0.09830643386288784,304.5157937752935,True,True,-2.640575789789299,-0.001159698592660601,10.639416091196635,22.0,-1.325623031591572
93,468.7997063078652,333.76390961549254,3.9203549744202424,0.9159195476840857,4.025927438900428,-8.147064672017507,52,-8.0,52,-8.0,0.14706467201750684,304.8404870116728,True,True,-2.652193591332864,-0.0025953621306740227,10.649598229202192,22.0,-1.3260877436533147
94,472.69901642132993,335.10839371582256,3.899310113464719,1.3444841003300019,4.124591720038289,-7.387745047024993,53,-7.0,53,-7.0,0.3877450470249926,305.64565374177494,True,True,-2.692842486345004,-0.018041546579089643,10.674800939765916,22.0,-1.3277136994538001
95,476.41967103439964,336.9687326200476,3.7206546130697076,1.8603389042250194,4.159823504468674,-6.654544318377646,53,-7.0,53,-7.0,0.3454556816223544,307.03727409742686,True,True,-2.7325249928837536,-0.014320755355819859,10.718204237527933,22.0,-1.3093009997153502
96,480.25063076467956,338.2031091486836,3.8309597302798917,1.2343765286360282,4.02491464126554,-5.919690034380835,54,-6.0,54,-6.0,0.08030996561916481,307.8447116634641,True,True,-2.744071306261631,-0.0007739628693301719,10.743297343392301,22.0,-1.3297628522504654
97,484.15540152635015,338.9968912444053,3.9047707616705982,0.793782095721673,3.984636083343857,-5.182543233045578,55,-5.0,55,-5.0,0.1825432330455783,308.257056525699,True,True,-2.760085240410671,-0.003998643831687877,10.756086596578982,22.0,-1.330403409616427
98,488.16261607630844,339.2386492003045,4.00721454995828,0.24175795589924917,4.014500636273199,-4.436456415793231,56,-4.0,56,-4.0,0.4364564157932307,308.16198408426897,True,True,-2.7759986603159383,-0.022859304346448815,10.753139355969491,22.0,-1.3310399464126377
99,492.12941804110187,339.3629216294535,3.9668019647934605,0.12427242914904123,3.968748097893826,-3.698944373765471,56,-4.0,56,-4.0,0.301055626234529,308.0045545442127,True,True,-2.7591331874484375,-0.010876138810495728,10.748257048637942,22.0,-1.3103653274979377
100,495.89593585879743,340.340351112243,3.766517817695563,0.9774294827894917,3.891275480461937,-2.9897394359187786,57,-3.0,57,-3.0,0.010260564081221446,308.7606079244651,True,True,-2.771694155184356,-1.2633501031782204e-05,10.771681521683323,22.0,-1.3308677662073742
101,499.76568822944677,341.13921106994474,3.8697523706493184,0.7988599577017411,3.951349217946352,-2.266321416517343,58,-2.0,58,-2.0,0.26632141651734287,309.3812053203086,True,True,-2.799377647733305,-0.008511251627496483,10.790866396105809,22.0,-1.3319751059093323
102,503.7927926061479,341.204425531088,4.027104376701107,0.06521446114326544,4.027632379796773,-1.5204438254276909,58,-2.0,58,-2.0,0.47955617457230915,309.31332823080203,True,True,-2.81636684388468,-0.027596894948451238,10.788769948936228,22.0,-1.3126546737553872
